CCN#,Hospital_Name,State,Bed_Size,Staff_Labor_Rate,Agency_Labor_Rate,Estimated_RN_Need
450597,Cuero Community Hospital,TX,44.0,44.492527595709056,57.987070629100735,8.858119658119659
010035,Cullman Regional,AL,137.0,45.70907736703045,82.73937647692881,20.616239316239316
490019,Culpeper Memorial Hospital,VA,70.0,46.11959466997795,110.82949834009148,21.371273504273507
440009,Cumberland Medical Center,TN,72.0,36.181556349397056,118.55849630045046,23.622649572649575
010099,D W Mcmillan Memorial Hospital,AL,46.0,40.618499886394375,46.53777804334499,1.9310384615384617
010021,Dale Medical Center,AL,77.0,32.325041470375396,77.43369990253757,4.3321538461538465
450015,Dallas Co. Hosp. Dist.,TX,787.0,54.37481752269222,126.54007878036141,337.30042735042736
450688,Dallas Regional Medical Center,TX,202.0,57.33926950492959,67.89840511233005,23.60641025641026
050122,Dameron Hospital,CA,170.0,70.56954786095065,129.04701452010647,48.00299145299146
070033,Danbury Hospital,CT,338.0,63.1342268300554,135.7096425706453,73.75613247863248
490075,Danville Regional Medical Center,VA,205.0,46.179826573817685,90.74244519461504,42.02905982905983
150061,Daviess Community Hospital,IN,42.0,42.96411074117269,133.45653671304586,3.1021367521367527
460041,Davis Hospital & Medical Center,UT,175.0,43.93337676213827,122.83848238482385,10.25
510030,Davis Memorial Hospital,WV,90.0,41.408992553795635,103.7512256180244,16.38803418803419
340144,Davis Regional Medical Center,NC,16.0,43.198921636595145,75.49350649350649,2.105982905982906
010092,Dch Regional Medical Center,AL,398.0,50.1918649994396,98.78137216138586,153.34993162393164
180056,Deaconess Henderson Hospital,KY,118.0,48.30723463574194,117.47154239816763,1.6642692307692308
150082,Deaconess Hospital,IN,545.0,43.71350577030344,105.12678959953313,81.82308547008546
500044,Deaconess Medical Center,WA,279.0,70.0142263662556,186.98123081216858,24.4991452991453
310031,Deborah Heart And Lung Center,NJ,84.0,58.04407641211321,109.19121245828698,19.20940170940171
450271,Decatur Community Hospital,TX,81.0,43.33013186143167,88.05197241696897,4.009029914529914
140135,Decatur Memorial Hospital,IL,178.0,54.89381116299404,102.45800233935883,38.512269230769235
010012,Dekalb Regional Medical Center,AL,97.0,35.97912710323761,44.015869517302185,1.938888888888889
050608,Delano Regional Med. Ctr.,CA,105.0,77.66234043795792,128.28070272360642,7.735470085470086
390081,Delaware County Memorial Hospital,PA,45.0,44.35877755952105,75.61347831365,0.24642307692307694
140211,Delnor-Community Hospital,IL,149.0,53.9075765073947,104.91969369656563,15.121589743589743
100258,Delray Medical Center,FL,351.0,52.12406720783628,63.51306240928882,1.7666666666666668
060071,Delta County Memorial Hospital,CO,49.0,54.68433409637643,105.35430275489918,9.028205128205128
250042,Delta Health-Northwest Regional,MS,181.0,41.16706969591582,96.21690023007739,2.0431623931623935
250082,Delta Health-The Medical Center,MS,101.0,46.356730872142904,97.67743246963035,18.87849572649573
060011,Denver Health Medical Center,CO,386.0,54.430099144916845,70.56941206195914,304.4465811965812
050243,Desert Hospital,CA,324.0,78.06975593854997,99.85002933927943,72.82905982905983
290022,Desert Springs Hospital Medical Cntr,NV,190.0,73.05814779076988,171.9890594833134,1.3015213675213675
050709,Desert Valley Hospital  Inc.,CA,138.0,53.80068307565278,97.89113331915799,8.03931623931624
100175,Desoto Memorial Hospital,FL,49.0,43.66902168641061,107.01071176815651,7.8023461538461545
190118,Desoto Regional Health System,LA,34.0,31.807038262245257,74.15453686200378,3.6170940170940176
450147,Detar Healthcare Systems,TX,163.0,49.06844585405866,68.54315278339789,7.392735042735043
230055,Dickinson County Healthcare System,MI,49.0,39.385527761547,68.77194072368022,28.203418803418806
290058,Diginty Health St Rose Dominican,NV,32.0,56.77388447648288,92.00360381306673,3.6760683760683763
520041,Divine Savior Hospital,WI,42.0,36.73965466391751,125.72582396202606,19.878675213675212
210051,Doctors Community Hospital,MD,200.0,54.02198586698844,114.17066064101802,28.747008547008548
100296,Doctors Hospital,FL,126.0,54.49425844590404,121.76865799873991,7.461111111111111
450869,Doctors Hospital At Renaissance,TX,399.0,38.07374323891053,140.03219213081246,0.8363247863247864
110177,Doctors Hospital Of Augusta,GA,291.0,45.96601907445466,89.86069927253506,50.93205128205128
450643,Doctors Hospital Of Laredo,TX,183.0,43.336253471204685,122.4510595358224,0.42350427350427355
050118,Doctors Hospital Of Manteca,CA,73.0,76.11137814878377,131.89497512715892,15.291452991452992
050102,Doctors Hospital Of Riverside,CA,193.0,62.375798133955676,113.62955547066836,14.163256410256409
190256,Doctors Hospital Of Slidell Llc,LA,10.0,39.662562034237276,63.85445285800443,1.7856581196581196
050464,Doctors Medical Center Of Modesto,CA,380.0,78.37952179766263,145.03880001697289,100.71367521367522
100106,Doctors Memorial,FL,48.0,36.08600519403403,45.648412736268355,2.956628205128206
110092,Dodge County Hospital,GA,41.0,34.47080402263338,71.14241607449155,8.72008547008547
050242,Dominican Hospital,CA,202.0,113.238221578896,158.56075926374425,42.34871794871795
110194,Donalsonville Hospital,GA,41.0,23.368588609594813,90.30588235294118,0.7628205128205128
110073,Dorminy Medical Center,GA,48.0,24.676537522397975,71.81881668970895,12.055128205128206
110184,Douglas Hospital,GA,112.0,60.20357886016954,88.81851242260365,27.262820512820515
390203,Doylestown Hospital,PA,247.0,51.142358069846146,95.71469029412954,10.562820512820513
040051,Drew Memorial Hospital Inc,AR,49.0,35.66597107361014,77.24780232300786,9.133089743589744
390086,Dubois Regional Medical Center,PA,247.0,30.064868854267257,125.88481439572577,47.40153418803419
340073,Duke Raleigh Hospital,NC,186.0,51.76741559464623,108.86145505331162,47.168653846153845
340155,Duke Regional Hospital,NC,301.0,53.398326234360184,102.21360399490968,78.53669658119658
340030,Duke University Hospital,NC,1048.0,51.090089258949824,117.57604004756189,353.4216452991453
370023,Duncan Regional Hospital,OK,86.0,67.63278494150138,115.98476498009128,35.203418803418806
340120,Duplin General Hospital Incorporated,NC,49.0,48.107947892365495,92.79273867302499,10.599649572649573
150150,Dupont Hospital,IN,131.0,53.152758035566436,114.82120237747247,8.77179487179487
440072,Dyersburg Regional Medical Center,TN,109.0,37.42346898493786,95.7951834900601,13.080542735042735
390278,Eagleville Hospital,PA,49.0,37.138249743842245,53.87738183617916,10.361538461538462
010175,Eamc-Lanier,AL,12.0,40.53134379849747,80.17745479127936,2.528632478632479
010029,East Alabama Medical Center,AL,265.0,42.19583565410613,168.10901405681707,8.694871794871796
340099,East Carolina Health,NC,52.0,50.280496892475846,99.64288950232859,17.687072649572652
340107,East Carolina Health - Heritage Inc,NC,101.0,58.26615206605395,93.33017641824611,21.2710811965812
190208,East Carroll Parish Hospital,LA,23.0,41.47487124171885,71.21380415492483,1.7121068376068378
110075,East Georgia Regional Medical Center,GA,142.0,45.29353324743546,71.87729049066435,9.841880341880342
360096,East Liverpool City Hospital,OH,116.0,37.52930277285096,73.28381921949715,2.770512820512821
050641,East Los Angeles Doctors Hospital,CA,102.0,59.14150878668953,122.26445901472052,25.796316239316237
310083,East Orange General Hospital,NJ,159.0,49.45725353494634,110.75135910601027,5.65982905982906
200033,Eastern Maine Medical Center,ME,313.0,45.3528363684273,98.52057918620649,216.22055982905985
320006,Eastern New Mexico Medical Center,NM,120.0,53.878245303032635,96.6427120699237,42.292735042735046
330163,Eastern Niagara Hospital,NY,109.0,48.534287191525365,49.9995120205602,13.136324786324787
450411,Eastland Memorial Hospital,TX,19.0,33.98171359029587,51.14663951315073,4.465482905982906
390307,Edgewood Surgical Hospital,PA,10.0,36.518912858217945,83.50091296409008,0.7021367521367522
230230,Edward W. Sparrow Hospital,MI,441.0,49.13552398611305,121.08506841964413,62.40647863247864
390329,Einstein Medical Center Montgomery,PA,175.0,54.53476497605778,128.80980969642047,3.772649572649573
050573,Eisenhower Medical Center,CA,362.0,54.23686956119441,135.34522810639268,327.49188034188035
050308,El Camino Hospital,CA,388.0,119.29952897385189,152.97858592682994,129.34061538461538
050045,El Centro Regional Medical Center,CA,161.0,46.67541373428079,115.20883348289416,31.269136752136752
150018,Elkhart General Hospital,IN,202.0,53.36029726432822,96.16945424361901,20.594017094017094
370153,Elkview General Hospital,OK,25.0,31.952940120522015,132.35529715762274,1.6538461538461537
300012,Elliot Hospital,NH,215.0,54.599386727195274,115.29872770698215,84.27478632478633
330153,Ellis Hospital,NY,270.0,48.59959253083676,87.08079536963882,119.53803418803419
050597,Emanate Health Foothill Presb. Hosp.,CA,105.0,63.84232142672832,91.54513324055867,18.468299145299145
050382,Emanate Health Medical Center,CA,481.0,64.33949615760811,97.59274946565617,98.17136752136753
110109,Emanuel Medical Center,GA,26.0,34.517013003819386,64.81569697026306,4.117730769230769
220084,Emerson Hospital,MA,111.0,51.802778709466224,110.35395565288803,53.07777777777778
110076,Emory Decatur Hospital,GA,393.0,55.3536643241261,120.11161070571335,141.90042735042738
110226,Emory Hillandale Hospital,GA,90.0,53.449889571310045,117.25942852839694,62.19689743589744
110230,Emory Johns Creek Hospital,GA,154.0,60.023503331116125,91.87615519497413,50.82484615384616
110010,Emory University Hospital,GA,639.0,59.63985793462767,77.14360339855136,664.2850427350428
110078,Emory University Hospital Midtown,GA,548.0,55.956484638004206,115.19752118854561,377.4858461538462
050158,Encino Hospital,CA,82.0,75.67230436213119,102.76996067703881,9.998290598290598
310045,Englewood Hospital & Med Ctr,NJ,274.0,55.5472479347122,109.50019066668206,73.22484615384616
050039,Enloe Medical Center,CA,258.0,61.85707469896085,154.08854623414348,60.01239743589744
450833,Ennis Regional Medical Center,TX,59.0,48.72923619187968,90.35776601830663,5.976068376068376
180048,Ephraim Mcdowell Reg Med Ctr,KY,157.0,44.99888635859567,95.89583837650287,42.369230769230775
390225,Ephrata Community Hospital,PA,115.0,55.07881200835458,119.75227612588213,26.383111111111116
330395,Episcopal Health Services,NY,140.0,67.6082688345841,125.64979246606069,98.12008547008548
330219,Erie County Medical Center,NY,410.0,63.20925386634938,96.18182307940954,7.932478632478633
320011,Espanola Hospital,NM,70.0,56.167641994098254,107.87920410982291,27.534615384615385
240084,Essentia Health Virginia,MN,49.0,55.962362569585,151.0801408437191,11.135576923076925
360082,Euclid Hospital,OH,90.0,55.71064310602534,106.31925871980414,27.579914529914532
390013,Evangelical Community Hospital,PA,119.0,46.67156414085701,110.16050918153255,72.17549145299145
110142,Evans Memorial Hospital,GA,49.0,37.22631445037654,73.03600813943201,2.41517094017094
530032,Evanston Regional,WY,32.0,48.126625224491384,155.85645933014354,0.4465811965811966
500084,Evergreen Health Monroe,WA,26.0,67.9352743896732,113.83083476960098,13.141452991452994
500124,Evergreen Healthcare,WA,339.0,70.21025942665992,119.13820366756721,135.56111111111113
300023,Exeter Hospital  Inc.,NH,99.0,55.62178176743924,103.21325192555031,28.907264957264957
150179,Fairbanks,IN,52.0,45.74220997693711,106.3225806451613,0.013247863247863248
020012,Fairbanks Memorial,AK,122.0,53.07581878111851,160.28476586355666,65.07820512820513
360072,Fairfield Medical Center,OH,185.0,47.6990700610441,109.58537826241796,25.19957264957265
360077,Fairview Hospital,OH,466.0,50.887459282954154,106.82297686170836,73.06495726495727
240141,Fairview Northland Reg,MN,34.0,65.16469207563489,112.3384074941452,1.45982905982906
110125,Fairview Park Hospital,GA,122.0,43.86479473378113,76.82219662885066,39.703418803418806
240207,Fairview Ridges Hospital,MN,172.0,61.27400712516391,109.11578109452736,10.737179487179487
450241,Faith Community Hospital,TX,13.0,42.67304366284934,149.14213836477987,0.16987179487179488
280125,Faith Regional Health Services,NE,122.0,49.96125274176396,90.54551388022087,21.528512820512823
220135,Falmouth Hospital,MA,81.0,64.63907431464976,127.79474629100532,54.477752136752144
220119,Faulkner Hospital,MA,147.0,66.81440015763881,123.08646297765256,109.36452991452992
490023,Fauquier Hospital,VA,97.0,52.40423469839407,84.42116390341604,3.8405982905982907
330044,Faxton-St. Lukes Healthcare,NY,346.0,48.23440654649087,117.04408951461868,85.11239316239318
140160,Fhn Memorial Hospital,IL,100.0,49.5105349328383,105.21419075144509,14.786324786324787
360025,Firelands Regional Medical Center,OH,149.0,43.05005373485415,93.06183275303735,5.3367008547008545
340115,Firsthealth Moore Regional Hospital,NC,412.0,46.15564522340656,106.27067555476629,103.71754273504273
360065,Fisher-Titus Medical Center,OH,78.0,40.75859262976775,103.35525507068223,6.952991452991453
040047,Five Rivers Medical Center,AR,28.0,51.409199397147695,303.0,0.002136752136752137
180025,Flaget Memorial Hospital,KY,40.0,49.99993145361144,107.42412371575736,5.585452991452992
100090,Flagler Hospital,FL,335.0,44.50799579786881,93.76734294037277,16.577350427350428
030023,Flagstaff Medical Center,AZ,242.0,52.99517339005785,96.07872276574035,160.20192307692307
110190,Flint River Community Hospital,GA,22.0,24.16088167493515,60.0,0.8888888888888888
010055,Flowers Hospital,AL,194.0,38.99906653458662,88.3005861853635,21.214957264957267
110054,Floyd Medical Center,GA,227.0,41.43353331824258,95.00477557412322,42.559880341880344
330193,Flushing Hospital Medical Center,NY,247.0,69.724570959949,147.55480787080006,9.20854700854701
050780,Foothill Reg Medical Center,CA,111.0,57.45767286636595,111.98467699595864,35.001282051282054
390267,Forbes Regional Hospital,PA,233.0,52.67306727763197,127.98140945975582,58.457264957264954
230144,Forest Health Medical Center  Llc,MI,24.0,44.671010533847806,55.44955916473318,9.209401709401709
040019,Forrest City Medical Center,AR,48.0,38.15922167838201,86.85083020889127,6.382905982905983
250078,Forrest General Hospital,MS,454.0,38.05919678056955,80.08158763534561,178.5757435897436
340014,Forsyth Memorial Hospital  Inc,NC,906.0,49.069958734389154,97.26954244329586,301.7047008547009
520071,Fort Atkinson Memorial Hospital,WI,49.0,43.71493219114427,113.62603570664936,14.450371794871797
450092,Fort Duncan Medical Center,TX,86.0,48.10341038176866,102.79949188977916,2.186752136752137
440110,Fort Loudoun Medical Center,TN,30.0,40.77296160968351,75.72967501331912,4.010683760683761
440125,Fort Sanders Regional Medical Center,TN,302.0,41.054960096853314,90.83804328454201,110.30170940170942
210060,Fort Washington Medical Center,MD,34.0,55.18546576604667,110.28912556814328,6.29957264957265
670054,Foundation Surgical Of San Antonio,TX,20.0,44.974296230949975,81.23553146767753,1.6448162393162393
050570,Fountain Valley Reg Medical Center,CA,400.0,70.33840412688411,97.09806568730646,56.02820512820513
150191,Franciscan Beacon Hospital,IN,8.0,59.111102104388365,59.924492234169655,1.7884615384615385
150022,Franciscan Health Crawfordsville,IN,29.0,49.619045076379685,99.44878027416459,9.757692307692308
150126,Franciscan Health Crown Point,IN,172.0,51.32099141150404,108.44368574960056,28.351282051282055
150162,Franciscan Health Indianapolis,IN,410.0,51.33408322742673,105.12632050017312,130.82649572649572
150109,Franciscan Health Lafayette,IN,177.0,46.33266965285559,105.0563768959496,62.40811965811966
150015,Franciscan Health Michigan City,IN,133.0,55.16527701223719,111.84575013425767,17.506837606837607
150057,Franciscan Health Mooresville,IN,80.0,53.96159375384657,103.18506517971517,17.014102564102565
150165,Franciscan Health Munster,IN,78.0,55.096328737412776,107.38479321859748,24.955128205128204
150193,Franciscan Health Orthopedic Carmel,IN,20.0,50.667792476939226,87.78481651890921,7.616239316239317
150090,Franciscan Health- Dyer,IN,166.0,53.93834799382221,107.4192730587364,30.00512820512821
140172,Franciscan St. James Health,IL,129.0,53.421536566623296,122.31009804072461,55.532478632478636
180127,Frankfort Regional Medical Center,KY,118.0,46.945193507606,59.233108108108105,0.8854700854700855
200037,Franklin Memorial Hospital,ME,41.0,47.92849001227134,129.3635996975044,16.95299145299145
440184,Franklin Woods Community Hospital,TN,80.0,40.86202632879094,117.91543534591086,12.328098290598291
210005,Frederick Memorial Hospital,MD,279.0,52.50019570866441,99.30864904353577,67.47720085470085
260137,Freeman Oak Hill Health System,MO,363.0,41.31554908548272,152.97276168531928,15.579487179487181
450658,Freestone Medical Center,TX,37.0,37.06754608027211,86.64052388289676,2.7735042735042734
050232,French Hospital Medical Center,CA,98.0,78.1007111377166,139.09137110369218,51.71452991452992
050708,Fresno Surgical Hospital,CA,27.0,57.88288063006293,130.5431469016933,3.398051282051282
390217,Frick Hospital,PA,33.0,43.470828699659016,163.96191819464033,0.302991452991453
300014,Frisbie Memorial Hospital,NH,58.0,51.28790566994004,81.96824239900042,8.20854700854701
520213,Froedtert Hlth Neighorhood Hosp Llc,WI,16.0,55.90997007987006,120.0438045180315,7.193965811965812
520177,Froedtert Mem. Lutheran Hospt.,WI,731.0,53.58680316866426,61.55372302405981,473.4430170940171
520021,Froedtert South,WI,173.0,49.0244220299934,97.07999528241197,39.85811965811966
340116,Frye Regional Medical Center,NC,226.0,46.07928992611355,85.91271061654069,78.6508547008547
010040,Gadsden Regional Medical Center,AL,175.0,41.350686415288855,73.48119967496491,11.57008547008547
230244,Garden City Hospital Osteopathic,MI,129.0,44.7540730764766,95.85568627450981,4.903846153846154
330126,Garnet Health Medical Center,NY,329.0,66.74691298226051,134.70777759113054,38.16025641025641
210017,Garrett County Memorial Hospital,MD,20.0,50.21157289562702,73.52812988224656,4.461371794871795
340032,Gaston Memorial Hospital,NC,424.0,52.01165147896648,125.24070162966882,206.7957264957265
140125,Gateway Regional,IL,288.0,65.02146952336489,68.55990825725515,5.235747863247863
390003,Geisinger Bloomsburg Hospital,PA,40.0,55.02860630875641,106.1790498801265,12.26898717948718
390048,Geisinger Lewistown Hospital,PA,107.0,50.178075664404446,86.47728897389825,22.11923076923077
390006,Geisinger Medical Center,PA,525.0,50.0609260435288,117.63656307428009,253.59927777777781
390332,Geisinger Stlukes,PA,60.0,55.442191988460294,221.90901421781444,0.2076965811965812
390270,Geisinger Wyoming Valley Med Ctr,PA,309.0,48.54211727260421,130.45302273987798,1.9262820512820513
360039,Genesis Healthcare System,OH,277.0,48.83258894052838,126.84390100891648,42.27264957264958
160033,Genesis Medical Center - Davenport,IA,322.0,40.71445775424618,82.98241079804936,77.96279914529916
140275,Genesis Medical Center - Silvis,IL,145.0,40.8277670658402,103.00441181327471,19.5386452991453
230197,Genesys Regional Medical Ctr.,MI,333.0,46.34697529510071,133.41735188175383,34.4059829059829
330058,Geneva General Hospital,NY,117.0,38.71392278417689,131.2199539308259,48.60769230769231
180101,Georgetown Community Hospital,KY,75.0,48.827771952781234,61.56358419199165,3.276495726495727
420020,Georgetown Memorial Hospital,SC,69.0,45.136439121638006,104.08802170454082,20.949572649572648
090004,Georgetown University Hospital,DC,402.0,60.47085225756659,111.68350794849614,163.52606837606837
320004,Gerald Champion Regional Medical Ctr,NM,66.0,47.70840626981208,92.1671932574203,71.92965811965813
420078,Ghs Greenville Memorial Hospital,SC,712.0,52.012002128488035,102.94114623945559,168.80170940170942
330181,Glen Cove Hospital,NY,57.0,74.65274621509103,234.421875,0.02735042735042735
450451,Glen Rose Medical Center,TX,16.0,37.45927472617998,37.51198915763136,4.0991452991453
360245,Glenbeigh Health Sources,OH,114.0,45.90172729845014,47.72727272727273,0.009401709401709403
050058,Glendale Memorial Hospital & Hlth Ct,CA,241.0,83.00369767892718,132.06463411149528,59.82393162393163
330191,Glens Falls Hospital,NY,391.0,46.78500575229529,100.2632475968796,43.87991452991454
190160,Glenwood Regional Medical Center,LA,218.0,45.01180167650569,126.80036231185801,22.17478632478633
260175,Golden Valley Memorial Hospital,MO,42.0,46.55922447072652,105.7573479461981,9.436324786324786
050357,Goleta Valley Cottage Hospital,CA,24.0,78.47370204071855,128.63696044194322,3.9220726495726494
450235,Gonzales Healthcare Systems,TX,34.0,45.71344450709821,49.74571406058286,3.796452991452992
210056,Good Samaritan Hospital,MD,202.0,55.209163715709934,107.66365413259759,67.99700854700855
100287,Good Samaritan Hospital,FL,333.0,52.0479803660698,55.39727214831588,24.157264957264957
500079,Good Samaritan Hospital,WA,318.0,66.05577210011494,109.2895694142841,184.79102564102567
330286,Good Samaritan Hospital,NY,437.0,63.10150877002122,97.95178691521507,45.116666666666674
330158,Good Samaritan Hospital,NY,286.0,67.51698661089694,135.2329189778578,48.666183760683765
050380,Good Samaritan Hospital,CA,324.0,116.70614989203763,158.5859817152808,1.4724358974358975
360134,Good Samaritan Hospital,OH,361.0,52.29397307278466,127.580988341401,47.761965811965815
380014,Good Samaritan Hospital Corvallis,OR,169.0,69.85997622819275,93.42458816027208,80.41880341880342
050257,Good Samaritan Hospital-Bakersfield,CA,43.0,42.50072691242774,102.70313220895063,8.336324786324786
220111,Good Samaritan Medical Center,MA,208.0,66.78737206377973,101.66559819330868,23.46452991452992
060116,Good Samaritan Medical Ctr,CO,183.0,67.72522205353678,115.20129567789485,26.663269230769234
140291,Good Shepherd Hospital,IL,176.0,56.56505974437999,109.03948707379593,2.6541196581196584
150026,Goshen Hospital,IN,105.0,49.48272414011214,131.6266832455885,16.153418803418806
450162,Grace Medical Center,TX,92.0,48.228194982187546,54.242391025565986,4.01558547008547
110121,Grady General Hospital,GA,44.0,45.47797100777049,88.27769151138716,14.861538461538464
370054,Grady Memorial Hospital,OK,48.0,41.93032025010849,80.21743486973948,1.2794871794871796
140001,Graham Hospital Association,IL,43.0,34.68960269764815,107.36409745775897,6.180192307692307
450085,Graham Regional Medical Center,TX,25.0,53.3766813049232,241.78353723517628,0.30075641025641026
280139,Grand Island Regional Medical Center,NE,60.0,51.88963314077703,103.81718187461205,17.21153846153846
240064,Grand Itasca Clinic And Hospital,MN,34.0,57.97167166088723,123.5365640068802,4.2212008547008555
390057,Grand View Hospital,PA,180.0,52.02078281410582,116.90915308080919,38.74273504273505
010104,Grandview Medical Center,AL,404.0,41.50032802620954,50.49306797059067,36.09529914529915
360017,Grant Medical Center,OH,448.0,60.46145979238187,137.37228835365826,96.82435897435899
340127,Granville Medical Center,NC,42.0,46.87809024616184,78.06975104816883,33.00933760683761
270086,Great Falls Clinic Medical Center,MT,20.0,47.88169007768214,89.982445731835,12.245299145299146
280065,Great Plains Health,NE,96.0,59.11843920437942,107.21955043751677,51.818282051282054
370019,Great Plains Regional Medical Center,OK,42.0,38.631312185745536,59.33960345448365,11.892880341880343
040069,Great River Medical Center,AR,34.0,39.86154590049424,87.65166281711828,11.378846153846155
210044,Greater Baltimore Medical Center,MD,265.0,46.165702546095076,94.7749385207312,112.30767948717948
510002,Greenbrier Valley Medical Center,WV,66.0,68.40321114569596,94.07694033408426,45.71752136752137
010051,Greene County Hospital,AL,20.0,27.812188395105437,55.5936873686492,7.019435897435898
360026,Greene Memorial Hospital  Inc.,OH,13.0,46.966380047780326,108.9984106363986,0.5888504273504275
440050,Greeneville Community Hospital,TN,81.0,44.615907637735084,95.35200565265586,15.078004273504273
140137,Greenville Regional Hospital,IL,28.0,48.86526982779233,69.09811009357253,10.072628205128206
070018,Greenwich Hospital,CT,185.0,68.61189864546755,106.17736670293797,21.993162393162397
160147,Grinnell Regional Medical Center,IA,34.0,56.90092176375389,85.5625575361955,5.106410256410257
050026,Grossmont Hospital,CA,448.0,70.12859089959562,140.26565250091105,55.116666666666674
390266,Grove City Medical Center,PA,67.0,42.72368154213679,134.65307994757535,3.2606837606837606
130073,Grove Creek Medical Center,ID,8.0,44.20442727029134,88.0,0.0025641025641025645
320067,Guadalupe County Hospital,NM,10.0,31.988263591710307,89.87935656836461,0.15940170940170942
450104,Guadalupe Regional Medical Center,TX,117.0,45.5429892850768,111.70873778910112,12.17430341880342
100266,Gulf Breeze Hospital,FL,65.0,37.44230322813845,99.58416610514054,3.741837606837607
100220,Gulf Coast Medical Center,FL,624.0,58.07664796975347,120.0000511130621,142.13504273504273
110041,Habersham Medical Center,GA,53.0,35.42665682673587,68.09132651216602,17.730128205128207
310130,Hackensack Umc At Pascack Valley,NJ,78.0,57.891849316238144,77.40578846563099,20.081196581196583
310001,Hackensack University Medical Center,NJ,769.0,53.035870113253864,106.16569221001788,205.9735042735043
310115,Hackettstown Medical Center,NJ,95.0,52.26961344903842,128.85894095305392,9.676495726495727
010095,Hale County Hospital,AL,28.0,26.7369602997999,87.16824644549763,0.18034188034188037
100017,Halifax Medical Center,FL,533.0,49.43268844374031,98.04765937988063,69.49296153846154
490013,Halifax Regional Hospital,VA,44.0,56.49009639711365,102.46169850806396,15.848448717948719
340151,Halifax Regional Medical Center Inc,NC,100.0,48.957651929751584,120.20017499369726,28.81666666666667
110001,Hamilton Medical Center,GA,239.0,50.3205469424044,106.84126094383942,16.01025641025641
190303,Hammond Surgical  Llc,LA,30.0,31.91996960839189,140.9721854148631,1.4513076923076922
390336,Hampden Medical Center,PA,82.0,56.61183537839938,114.85037965724345,20.323662393162394
420072,Hampton Regional Medical Center,SC,32.0,40.07072220708456,118.47106137436614,0.6110042735042734
150037,Hancock Regional Hospital,IN,113.0,52.45819200388194,96.610653991149,13.036324786324787
260025,Hannibal Regional Hospital,MO,86.0,54.125980457199354,110.32044036237151,45.81075641025641
050376,Harbor-Ucla Medical Center,CA,369.0,86.18132166073401,113.98292033462324,283.2628205128205
500064,Harborview Medical Center,WA,406.0,65.97516903368528,81.1349211426638,638.5977777777778
440109,Hardin Medical Center,TN,49.0,37.826298978681336,87.18839898793455,8.877504273504275
210006,Harford Memorial Hospital,MD,88.0,50.87836019709078,113.98890040729648,11.89309829059829
180050,Harlan Arh,KY,56.0,41.693621701648645,85.46813479502818,18.59917948717949
330240,Harlem Hospital Center,NY,217.0,74.24936655073954,103.61241459961839,277.7264957264957
340071,Harnett Health System,NC,74.0,49.21230372984158,119.64836281138187,37.86196581196582
220019,Harrington Memorial Hospital,MA,129.0,49.0659059810675,105.93088025851361,8.167666666666667
450289,Harris Health System,TX,595.0,56.758834753639924,94.25507611927455,256.2442735042735
340016,Harris Regional Hospital,NC,82.0,40.6230769713864,85.70885093167702,6.605128205128206
140210,Harrisburg Medical Center  Inc.,IL,40.0,43.2981684458588,126.3148042145228,9.085799145299147
500039,Harrison Medical Center,WA,238.0,74.33289491126989,133.816351058294,161.78675213675214
070025,Hartford Hospital,CT,723.0,54.46528427240718,98.07153415073947,307.62307692307695
030069,Havasu Regional Medical Center,AZ,144.0,53.18119231308543,100.62922524920343,56.807072649572646
170013,Hays Medical Center  Inc.,KS,144.0,48.475691076804694,97.85405225622624,36.246611111111115
340184,Haywood Regional Medical Center,NC,121.0,38.27920605836861,97.35655120027972,35.44401709401709
180029,Hazard Arh,KY,109.0,45.297140376872676,118.84920588707413,89.90491880341882
100213,Hca Fl Blake Hospital,FL,355.0,48.95911367043438,138.5163126779067,0.9758547008547009
100223,Hca Fl Ft Walton-Destin Hosp,FL,231.0,47.854251099198194,85.11459988721997,33.345299145299144
100246,Hca Fl Lawnwood Hospital,FL,361.0,50.438367521092786,86.11681275870465,7.020512820512821
100242,Hca Florida Gulf Coast Hospital,FL,261.0,43.3571374725576,99.37141062148744,1.2516153846153848
100161,Hca Florida Lake Monroe Hospital,FL,199.0,49.34492944952406,82.0,0.008974358974358975
100204,Hca Florida North Florida Hosp,FL,462.0,44.18559012072514,59.85849758876266,6.601923076923078
100238,Hca Florida Northside Hospital,FL,202.0,47.68971102793949,77.76811594202898,0.10320512820512821
100189,Hca Florida Northwest Hospital,FL,289.0,49.81918643763044,105.55841836734695,1.6752136752136753
100166,Hca Florida Sarasota Doctors Hospita,FL,139.0,53.327727253703465,82.13004484304933,0.19059829059829062
100260,Hca Florida St. Lucie Hospital,FL,222.0,50.170188217425185,93.85761363414777,5.917269230769231
100360,Hca Florida University Hospital,FL,155.0,51.78529313260258,77.31878557874762,3.1529914529914533
450775,Hca Houston Healthcare Kingwood,TX,584.0,49.90934463193087,50.246846103605925,12.432051282051283
450644,Hca Houston Healthcare West,TX,223.0,47.88650004049313,55.23978519729162,9.151709401709402
330224,Healthalliance Hospital Marys Ave Ca,NY,111.0,77.05838348340468,99.36453966621846,43.22393162393163
220001,Healthalliance-Clinton,MA,125.0,76.08334208746857,141.32638972656775,77.05544871794872
240210,Healtheast  St Johns Hospital,MN,184.0,67.11090165296035,115.4648532383386,47.32846581196581
